,Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
15,"Dr Imparato, DDS",40.753016,-73.698475,"1300 Union Tpke (lakevill rd), New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Doctor's Office
15,Queens Village Dental,40.719217,-73.732747,"22110 Jamaica Ave, Queens Village, NY 11428",Queens Village,Bellaire,Doctor's Office
15,Family Foot Care In Queens,40.703882,-73.797927,"16110 Jamaica Ave, Jamaica, NY 11432",Jamaica,Jamaica,Doctor's Office
15,Upper East Smiles,40.77296,-73.955867,"261 E 78th St (2nd Ave), New York, NY 10075",New York,Upper East Side,Doctor's Office
15,Grega Renato C,40.678344,-73.86854,"1098 Liberty Ave, Brooklyn, NY 11208",Brooklyn,City Line,Doctor's Office
15,Long Island Acupuncture Therapy,40.671038,-73.708321,"125 N Central Ave, Valley Stream, NY 11580",Valley Stream,Central Valley Stream,Doctor's Office
15,Elmhurst Dental Care,40.747191,-73.877399,"8905 Elmhurst Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
15,Dr Steven Epstein,40.579464,-73.838724,"11718 Rockaway Beach Blvd, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
15,Dr Rogoff's Dental Group,40.58218,-73.837778,"11508 Beach Channel Dr, Queens, NY 11694",Queens,Boardwalk,Doctor's Office
15,Supportive Living Program,40.594889,-73.75532,"2031 Seagirt Blvd, Far Rockaway, NY 11691",Far Rockaway,Wave Crest,Doctor's Office
15,Evanov Frank,40.730446,-73.777429,"19303 Union Tpke, Fresh Meadows, NY 11366",Fresh Meadows,Fresh Meadows,Doctor's Office
15,Statcare Urgent & Walk-In Medical Care (Jackson Heights),40.755199,-73.886823,"80-10 Northern Blvd, New York, NY 11372",New York,Jackson Heights,Doctor's Office
15,Metropolitan Smiles,40.705732,-73.830975,"11956 Metropolitan Ave (Brevoort Street), Kew Gardens, NY 11415",Kew Gardens,Briarwood,Doctor's Office
15,Dr. Michele Menichella Chiropractic Office,40.63437,-74.110839,"323 Oakland Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
15,Brook Island Medical Associates Ny State Disability,40.634579,-74.109148,"800 Castleton Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
15,Digestive Liver Disease Center,40.611434,-74.098817,"5 Little Clove Rd, Staten Island, NY 10301",Staten Island,Stapleton,Doctor's Office
15,Rumc Dr Gessman,40.616257,-74.103548,"1161 Victory Blvd (Clove Rd.), Staten Island, NY 10301",Staten Island,Fox Hills,Doctor's Office
15,St Vincent's New Brighton Family Health Center,40.639281,-74.087554,"376 Jersey St, Staten Island, NY 10301",Staten Island,New Brighton,Doctor's Office
15,Dr Dave Flynn,40.620983,-74.1098,"960 Bard Ave, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
15,The Spine & Pain Institute Of New York,40.613255,-74.114486,"1534 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Doctor's Office
15,Beacon Of Hope House,40.588347,-74.096204,"90 Hancock St, Staten Island, NY 10305",Staten Island,Grand City,Doctor's Office
15,Richmond University Medical Center,40.635626,-74.106403,"355 Bard Ave (Castleton Ave), Staten Island, NY 10310",Staten Island,Randall Manor,Doctor's Office
15,Edward Levine,40.61378,-74.101572,"1374 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Doctor's Office
15,Ballal Hebri DDS,40.556462,-74.168581,"3371 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Doctor's Office
15,Ballal Hebri DDS,40.556462,-74.168581,"3371 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Doctor's Office
15,North Shore Staten Island University Hospital,40.526933,-74.167876,"4855 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Doctor's Office
15,Amboy Pediatrics,40.509381,-74.26779,"321 State St, Perth Amboy, NJ 08861",Perth Amboy,Downtown,Doctor's Office
15,Brook Island Medical Associates Ny State Disability,40.634579,-74.109148,"800 Castleton Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
15,Staten Island Mental Health Society,40.635219,-74.103641,"669 Castleton Ave, Staten Island, NY 10301",Staten Island,New Brighton,Doctor's Office
15,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Doctor's Office
15,Kings County Hospital Center,40.656692,-73.943545,"451 Clarkson Ave, Brooklyn, NY 11203",Brooklyn,Rugby,Doctor's Office
15,"Lew, Mark Dr - Mark B Lew, Md Pediatric Center",40.633552,-73.950502,"2704 Glenwood Rd, Brooklyn, NY 11210",Brooklyn,Flatbush,Doctor's Office
15,Four Seasons Nursing & Rehabilitation Center,40.642782,-73.899176,"1555 Rockaway Pkwy, Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
15,Staten Island University Hospital,40.58469,-74.086432,"475 Seaview Ave (btwn Mason Ave & Father Capodanno Blvd), Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
15,Home Care,40.6314,-74.118689,"117 Caroline St, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
15,Dr Charles Patterino,40.611842,-74.139647,"2281 Victory Blvd (Harvey Ave), Staten Island, NY 10314",Staten Island,Meiers Corners,Doctor's Office
15,Bay Street Animal Hospital,40.618465,-74.068922,"999 Bay St (at Lynhurst Ave), Staten Island, NY 10305",Staten Island,Rosebank,Doctor's Office
15,Cardio Vascular of Associates of S I,40.583333,-74.084896,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
15,Rosenthal Deborah MD,40.584612,-74.085384,"475 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
15,Baltic Street AEH,40.579698,-74.078174,"777 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
15,Mccarthy John D Do,40.586671,-74.104101,"1776 Richmond Rd (Seaver avenue), Staten Island, NY 10306",Staten Island,Dongan Hills,Doctor's Office
15,Small World Dental,40.507969,-74.229867,"6795 Hylan Blvd, Staten Island, NY 10309",Staten Island,Point Breeze,Doctor's Office
15,Dr Ceka's Office,40.51421,-74.235404,"7098 Amboy Rd, Staten Island, NY 10307",Staten Island,Harbor Terrace,Doctor's Office
15,"Berk and Klein, DDS",40.556247,-74.168571,"3377 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Doctor's Office
15,University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Doctor's Office
15,Sterling Optical,40.58281,-74.166058,"2655 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Doctor's Office
15,Celmer Edward J,40.610861,-74.141913,"5 Crafton Ave, Staten Island, NY 10314",Staten Island,Meiers Corners,Doctor's Office
15,Central Park Orthodontics,40.786212,-73.968879,"271A Central Park S ((entrance on W.87th St.)), New York, NY 10019",New York,Upper West Side,Doctor's Office
15,New York Doctors Urgent Care,40.73667,-73.996998,"65 W 13th St (btwn 5th & 6th Ave), New York, NY 10011",New York,Chelsea,Doctor's Office
15,Betances Health Center,40.713731,-73.983612,"280 Henry St (Montgomery St.), New York, NY 10002",New York,Downtown,Doctor's Office
15,Bellevue Hospital Center Speciality Surgery,40.739363,-73.975227,"462 1st Ave (btwn 26th & 28th St), New York, NY 10016",New York,Kips Bay,Doctor's Office
15,Krietchman Raymond DDS PC,40.573192,-74.110459,"255 Clawson St, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
15,St Vincent's New Brighton Family Health Center,40.639281,-74.087554,"376 Jersey St, Staten Island, NY 10301",Staten Island,New Brighton,Doctor's Office
15,Advantagecare Physicians,40.619726,-74.108528,"1050 Clove Rd, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
15,Gordon,40.640788,-74.076024,"56 Bay Street Lndg, Staten Island, NY 10301",Staten Island,Brighton Heights,Doctor's Office
15,Dr Charles Patterino,40.611842,-74.139647,"2281 Victory Blvd (Harvey Ave), Staten Island, NY 10314",Staten Island,Meiers Corners,Doctor's Office
15,University Orthopaedic Associates - Downstate Medical Center,40.656186,-73.948364,"760 Parkside Ave, Brooklyn, NY 11226",Brooklyn,Prospect,Doctor's Office
15,Apollo Medical PC,40.644222,-73.901757,"187 Conklin Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
15,Concept Sharpening / Steve's Sharpening Service,40.610448,-73.911905,"2248 E 59th Pl, New York, NY 11234",New York,Mill Island,Doctor's Office
15,Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
15,CityMD Auburndale Urgent Care - Queens,40.757579,-73.790209,"191-20 Northern Blvd, New York, NY 11358",New York,Bayside,Doctor's Office
15,Queens Adult Care Center,40.74108,-73.88416,"8008 45th Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
15,Francisco E Bautista Vitie MD,40.81748,-73.924037,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Doctor's Office
15,Morgan Stanley Children's Hospital,40.839697,-73.941596,"3959 Broadway (at W 165th St), New York, NY 10032",New York,Uptown,Doctor's Office
15,Healthway Medical Care Pc,40.850201,-73.893546,"552 E 180th St, Bronx, NY 10457",Bronx,East Tremont,Doctor's Office
15,FDNY EMS Station 26,40.830627,-73.900561,"1264 Boston Rd, Bronx, NY 10456",Bronx,Morrisania,Doctor's Office
15,Tend,40.754545,-73.97643,"230 Park Ave, New York, NY 10169",New York,East Side,Doctor's Office
15,NewYork-Presbyterian Alexandra Cohen Hospital for Women and Newborns,40.764104,-73.95605,"1283 York Ave, New York, NY 10065",New York,Lenox Hill,Doctor's Office
15,Reihani Ghazal One Medical New York,40.765616,-73.96406,"171 E 65th St, New York, NY 10065",New York,Lenox Hill,Doctor's Office
15,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Doctor's Office
15,Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Doctor's Office
15,Mount Sinai Beth Israel,40.73283,-73.981713,"10 Nathan D Perlman Pl (btwn E 15th & E 16th St), New York, NY 10003",New York,East Village,Doctor's Office
15,North Brooklyn Dental Care,40.73103,-73.954076,"169 Kent St, Brooklyn, NY 11222",Brooklyn,Greenpoint,Doctor's Office
15,Kimmel Pavilion,40.743043,-73.972793,"424 E 34th St (1st Avenue), New York, NY 10016",New York,East Side,Doctor's Office
15,Weill Cornell Medical Associates,40.716823,-74.006823,"40 Worth St (btwn Church & W Broadway), New York, NY 10013",New York,City Hall Area,Doctor's Office
15,CityMD Boerum Hill Urgent Care - Brooklyn,40.686162,-73.982184,"457 Atlantic Ave (Nevins Street), New York, NY 11217",New York,Boerum Hill,Doctor's Office
15,"NYC Health + Hospitals/Gotham Health, East New York",40.671716,-73.895242,"2094 Pitkin Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Doctor's Office
15,"Pillai, Shashikala, Md - Interfaith Medical Center",40.678147,-73.937345,"1545 Atlantic Ave, Brooklyn, NY 11213",Brooklyn,Bedford,Doctor's Office
15,NYU Langone Medical Center Cobble Hill,40.689942,-73.997862,"339 Hicks St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Doctor's Office
15,Roccaro Gregory DVM,40.591508,-74.100645,"1564 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Doctor's Office
15,Mccarthy John D Do,40.586671,-74.104101,"1776 Richmond Rd (Seaver avenue), Staten Island, NY 10306",Staten Island,Dongan Hills,Doctor's Office
15,Dr Qin's Acupuncture Office,40.5885,-73.939372,"3901 Nostrand Ave, Brooklyn, NY 11235",Brooklyn,Plum Beach,Doctor's Office
15,Eschen Albert H Optometrist,40.600401,-73.943352,"2821 Avenue U, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
15,Gil Dechavez DDS - G Smile Dental,40.735859,-73.875453,"8812 55th Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
15,A Call Away Footcare,40.571189,-74.110854,"347 New Dorp Ln, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
15,Tara Purcell DVM,40.522531,-74.23973,"4915 Arthur Kill Rd, Staten Island, NY 10309",Staten Island,Harbor Terrace,Doctor's Office
15,Main Street Radiology,40.761955,-73.830199,"13625 37th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
15,Knickerbocker Professional Arts Bldng,40.700297,-73.920645,"385 Knickerbocker Ave, Brooklyn, NY 11237",Brooklyn,Bushwick,Doctor's Office
15,Bay Ridge Medical Imaging,40.608256,-73.961724,"2005 Coney Island Ave (Quentin Road), New York, NY 11223",New York,Gravesend,Doctor's Office
15,Urgent Care of Eastchester Road,40.859946,-73.842781,"2304 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Doctor's Office
15,Rain-Personnel,40.846265,-73.862153,"811 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Doctor's Office
15,Pediatric Dentistry of Bronx,40.876978,-73.886049,"3201 Grand Concourse, Bronx, NY 10468",Bronx,Norwood,Doctor's Office
15,"COVID-19 Walk-In Testing Center, Gotham Health",40.627885,-73.965561,"1223 Coney Island Ave, Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Doctor's Office
15,Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Doctor's Office
15,Park Nursing Home,40.578481,-73.835121,"128 Beach 115th St, Queens, NY 11694",Queens,Boardwalk,Doctor's Office
15,Reihani Ghazal One Medical New York,40.765616,-73.96406,"171 E 65th St, New York, NY 10065",New York,Lenox Hill,Doctor's Office
15,Advantagecare Physicians,40.619726,-74.108528,"1050 Clove Rd, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
16,Pacia Family Dental,40.902079,-73.811666,"580 Colonial Ave, Pelham, NY 10803",Pelham,Wakefield,Dentist
16,Industrial Medicine Associates,40.852053,-73.828271,"3250 Westchester Ave (@ St. Paul Ave), Bronx, NY 10461",Bronx,Westchester,Dentist
16,Montefiore Medical Center,40.894326,-73.861066,"600 E 233rd St (Carpenter Ave.), Bronx, NY 10466",Bronx,Williamsbridge,Dentist
16,Montefiore Hospital Clinic Building,40.880993,-73.881293,"3444 Kossuth Ave (East Gun Hill Rd), Bronx, NY 10467",Bronx,Norwood,Dentist
16,Body Sculpt Studio,40.867634,-73.920904,"609 W 207th St, New York, NY 10034",New York,Inwood,Dentist
16,Montefiore Medical Center,40.880007,-73.879724,"111 E 210th St, Bronx, NY 10467",Bronx,Norwood,Dentist
16,American Dental Centers,40.863349,-73.896882,"2535 Grand Concourse, Bronx, NY 10468",Bronx,Fordham,Dentist
16,Montefiore Medical Center,40.880007,-73.879724,"111 E 210th St, Bronx, NY 10467",Bronx,Norwood,Dentist
16,Montefiore Medical Group,40.877646,-73.905956,"5525 Broadway, Bronx, NY 10463",Bronx,Kings Bridge,Dentist
16,Jacquelyn B Afari,40.861627,-73.86972,"2409 Barker Ave, Bronx, NY 10467",Bronx,Allerton,Dentist
16,Cuomo Family Chiropractic Center,40.856519,-73.856269,"2143 Williamsbridge Rd, Bronx, NY 10461",Bronx,Allerton,Dentist
16,Rain-Personnel,40.846265,-73.862153,"811 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Dentist
16,Guerrero William E Odpc,40.826391,-73.822277,"3730 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Dentist
16,Montefiore Medical Group,40.877646,-73.905956,"5525 Broadway, Bronx, NY 10463",Bronx,Kings Bridge,Dentist
16,Pavlona Tatiana MD,40.864796,-73.928109,"4738 Broadway, New York, NY 10040",New York,Fort George,Dentist
16,Rejuve Face & Body Spa,40.866615,-73.918589,"264 Sherman Ave, New York, NY 10034",New York,Inwood,Dentist
16,Montefiore Medical Group,40.877646,-73.905956,"5525 Broadway, Bronx, NY 10463",Bronx,Kings Bridge,Dentist
16,Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Dentist
16,Medina Emma MD,40.851057,-73.850206,"1165 Morris Park Ave, Bronx, NY 10461",Bronx,Pelham Parkway,Dentist
16,Isabella Geriatric Center,40.854551,-73.927369,"515 Audubon Ave, New York, NY 10040",New York,Fort George,Dentist
16,Russ Berrie Medical Science Pavilion,40.840405,-73.939347,"1150 Saint Nicholas Ave (at W 168th St), New York, NY 10032",New York,Uptown,Dentist
16,Metropolitan Hospital Center,40.784861,-73.944743,"1901 1st Ave (btwn E 97th & E 99th St), New York, NY 10029",New York,Carnegie Hills,Dentist
16,Mt. Sinai Emergency Room,40.790329,-73.952253,"1468 Madison Ave (at E. 101st St.), New York, NY 10029",New York,Carnegie Hill,Dentist
16,D And D Medical,40.833104,-73.863553,"1310 Leland Ave, Bronx, NY 10472",Bronx,Parkchester,Dentist
16,Planned Parenthood - The Bronx Center,40.81673,-73.919723,"349 E 149th St (at Courtland), Bronx, NY 10451",Bronx,Melrose,Dentist
16,Bronx Medical & Dental Plaza,40.84648,-73.885049,"817 E 180th St, Bronx, NY 10460",Bronx,East Tremont,Dentist
16,A Dental,40.847359,-73.857467,"960 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Dentist
16,Detect Lab,40.823586,-73.820034,"3860 E Tremont Ave, Bronx, NY 10465",Bronx,Throgs Neck,Dentist
16,Bronx Medical Care Assoc PC,40.832337,-73.851451,"1217 Castle Hill Ave, Bronx, NY 10462",Bronx,Parkchester,Dentist
16,Motion Sports Medicine,40.852918,-73.838763,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Dentist
16,Ent,40.852569,-73.837656,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Dentist
16,Medical & Dental Office,40.828445,-73.876594,"1163 Manor Ave (Westcher Avenue), Bronx, NY 10472",Bronx,Longwood,Dentist
16,University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Dentist
16,Bronx Lebanon Hospital,40.843716,-73.912166,"1645 Grand Concourse (at Mt. Eden Ave.), Bronx, NY 10452",Bronx,Concourse,Dentist
16,University Nursing Home,40.864838,-73.901929,"2505 Grand Ave, Bronx, NY 10468",Bronx,Fordham,Dentist
16,Schervier Nursing Care Center,40.881652,-73.918019,"2975 Independence Ave, Bronx, NY 10463",Bronx,Marble Hill,Dentist
16,Liebling Ralph Md,40.845533,-73.846592,"1635 Poplar St, Bronx, NY 10461",Bronx,Westchester,Dentist
16,Affinity Health,40.837864,-73.841546,"1379 Commerce Ave, Bronx, NY 10461",Bronx,Unionport,Dentist
16,OLA Wellness,40.845529,-73.827819,"1634 Mahan Ave, Bronx, NY 10461",Bronx,Unionport,Dentist
16,Multi Specialty Pain Management,40.826726,-73.821852,"3713 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Dentist
16,New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Dentist
16,Montefiore Medical Center Jack D. Weiler Hospital Emergency Department,40.849057,-73.846063,"Albert Einstein Hospital (1825 Eastchester Rd), Bronx, NY 10461",Bronx,Westchester,Dentist
16,Morgan Stanley Children's Hospital,40.839697,-73.941596,"3959 Broadway (at W 165th St), New York, NY 10032",New York,Uptown,Dentist
16,Bay Plaza Chiropractic Health Group,40.867257,-73.825227,"2100 Bartow Ave (Bay Plaza Shopping Center), Bronx, NY 10475",Bronx,Coop City,Dentist
16,Maimonides Cancer Center,40.633835,-74.011686,"6300 8th Ave, Brooklyn, NY 11220",Brooklyn,Bayridge,Dentist
16,Doueck Dental & Sleep Medicine,40.604893,-73.968604,"563 Kings Hwy, Brooklyn, NY 11223",Brooklyn,Gravesend,Dentist
16,NYC Health+Hospitals Covid Testing Site,40.642454,-73.991982,"4002 Fort Hamilton Pkwy, New York, NY 11218",New York,Kensington,Dentist
16,Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Dentist
16,"Leona Kotlyar, DDS - Brooklyn Pediatric Dentistry",40.587848,-73.953667,"1512 Avenue Z, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Dentist
16,Coney Island Hospital,40.585375,-73.965497,"2601 Ocean Pkwy (at Shore Pkwy), Brooklyn, NY 11235",Brooklyn,Home Crest,Dentist
16,Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Dentist
16,Mount Sinai Doctors Midwood,40.617795,-73.943451,"3131 Kings Hwy, Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Dentist
16,CityMD Prospect Heights Urgent Care - Brooklyn,40.678202,-73.9735,"288 Flatbush Ave (7th Ave), Brooklyn, NY 11217",Brooklyn,Fort Greene,Dentist
16,St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Dentist
16,Tribeca Pediatrics,40.66021,-73.99499,"5TH Ave (23rd And 24th), Brooklyn, NY 11232",Brooklyn,South Brooklyn,Dentist
16,New Generation Medical Practice,40.660319,-73.957023,"1854 Bedford Ave (Maple St.), Brooklyn, NY 11225",Brooklyn,Prospect,Dentist
16,Methodist Hospital Emergency Room,40.668216,-73.980001,"506 6th St, Brooklyn, NY 11215",Brooklyn,Park Slope,Dentist
16,The Dermatology Specialists - Crown Heights,40.669346,-73.947997,"614 Eastern Pkwy, Brooklyn, NY 11225",Brooklyn,Crown Heights,Dentist
16,Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Dentist
16,"MedRite Urgent Care, Clinton Hill",40.693322,-73.964578,"504 Myrtle Ave (Ryerson), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Dentist
16,Tend,40.681639,-73.975464,"215 Flatbush Ave (at Dean St), Brooklyn, NY 11217",Brooklyn,Fort Greene,Dentist
16,Gouverneur Health,40.713015,-73.988166,"227 Madison St (btw Clinton & Jefferson St), New York, NY 10002",New York,Downtown,Dentist
16,The Brooklyn Hospital Center,40.690104,-73.977933,"121 Dekalb Ave (at Ashland Pl.), Brooklyn, NY 11201",Brooklyn,Clinton Hill,Dentist
16,"Vassallo, Milo Dr-ENT & Allergy Associates",40.69653,-73.991534,"300 Cadman Plz W (Clark St), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Dentist
16,Premiere Pediatrics,40.681185,-73.980812,"110 4th Ave (Warren St), Brooklyn, NY 11217",Brooklyn,Boerum Hill,Dentist
16,Park Slope Dental,40.669385,-73.976645,"300 8th Ave (3rd. St), Brooklyn, NY 11215",Brooklyn,Park Slope,Dentist
16,SPEAR Physical Therapy,40.674465,-73.976145,"794 Union St, Brooklyn, NY 11215",Brooklyn,Park Slope,Dentist
16,Park Slope Chiropractic,40.685317,-73.977528,"1 Hanson Pl, Brooklyn, NY 11243",Brooklyn,Fort Greene,Dentist
16,Amicable World,40.666211,-73.851804,"8217 153rd Ave, Howard Beach, NY 11414",Howard Beach,Lidenwood,Dentist
16,Khanijou Pradeep DDS,40.687886,-73.868497,"120 Grant Ave, Brooklyn, NY 11208",Brooklyn,Cypres Hills,Dentist
16,Abe Ben A DDS,40.645371,-73.9113,"949 Remsen Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Dentist
16,United Healthcare Management,40.653339,-73.887018,"1110 Pennsylvania Ave, Brooklyn, NY 11207",Brooklyn,New Lots,Dentist
16,Four Seasons Nursing & Rehabilitation Center,40.642782,-73.899176,"1555 Rockaway Pkwy, Brooklyn, NY 11236",Brooklyn,Canarsie,Dentist
16,Serenity Laser Dental,40.609559,-73.943267,"3065 Nostrand Ave, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Dentist
16,Total Body Works Medical,40.580406,-73.966088,"360 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Dentist
16,Manhattan Beach Animal Clinic,40.579814,-73.958102,"126 Brighton 11th St, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Dentist
16,Bensonhurst 14th Avenue HHC Covid Testing Site,40.625588,-73.998028,"6315 14th Ave (63rd Street), New York, NY 11219",New York,Bensonhurst,Dentist
16,Tribeca Pediatrics,40.640529,-73.965542,"1322 Cortelyou Rd (Rugby Road), Brooklyn, NY 11226",Brooklyn,Beverly Square West,Dentist
16,Andre J Singer DDS,40.612984,-74.000527,"7810 17th Ave, Brooklyn, NY 11214",Brooklyn,New Utrecht,Dentist
16,Ascona Ambulette Services,40.589645,-73.956913,"1260 Avenue Y, Brooklyn, NY 11235",Brooklyn,Gravesend,Dentist
16,Positive Life,40.592683,-73.925241,"2726 Gerritsen Ave, Brooklyn, NY 11229",Brooklyn,Gerritsen,Dentist
16,Weill Cornell Medicine,40.692482,-73.99168,"186 Joralemon St (Court Street), Brooklyn, NY 11201",Brooklyn,Boerum Hill,Dentist
16,City Wide Social Work & Psychological Services,40.580815,-73.966888,"2833 Ocean Pkwy, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Dentist
16,"MedRite Urgent Care, Clinton Hill",40.693322,-73.964578,"504 Myrtle Ave (Ryerson), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Dentist
16,NYC Health + Hospitals/Gotham Health,40.694999,-73.976379,"100 N Portland Ave, Brooklyn, NY 11205",Brooklyn,Downtown Brooklyn,Dentist
16,NewYork-Presbyterian Brooklyn Methodist Hospital,40.667859,-73.979245,"506 6th St (7th Ave.), Brooklyn, NY 11215",Brooklyn,Park Slope,Dentist
16,The Jefferson,40.708967,-73.922041,"455 Jefferson St (Cypress Ave), New York, NY 11237",New York,Bushwick,Dentist
16,Davis Visionworks,40.653903,-73.871654,"494 Gateway Dr, Brooklyn, NY 11239",Brooklyn,Spring Creek,Dentist
16,St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Dentist
16,Tribeca Pediatrics,40.640529,-73.965542,"1322 Cortelyou Rd (Rugby Road), Brooklyn, NY 11226",Brooklyn,Beverly Square West,Dentist
16,Prospect Park Animal Clinic,40.666686,-73.975408,"105 Prospect Park W (5th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Dentist
16,Tikvah At Ohel,40.616187,-73.945176,"2925 Kings Hwy, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Dentist
16,Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Dentist
16,"Rousso, Joseph Dr - The New York Eye and Ear Infirmary of Mount Sinai Otolaryngology",40.731988,-73.984632,"310 E 14th St (2nd Ave), New York, NY 10003",New York,East Village,Dentist
16,The Jefferson,40.708967,-73.922041,"455 Jefferson St (Cypress Ave), New York, NY 11237",New York,Bushwick,Dentist
16,Centers Urgent Care,40.625747,-73.958261,"1811 Avenue J, Brooklyn, NY 11230",Brooklyn,Midwood,Dentist
16,Dyker Heights Family Chiropractor,40.610904,-74.009077,"1518 86th St, Brooklyn, NY 11228",Brooklyn,Bath Beach,Dentist
16,Mount Sinai - Union Square,40.734661,-73.98954,"10 Union Sq E (btwn E 14th & E15th St), New York, NY 10003",New York,Downtown,Dentist
16,Evydent Dentistry PC,40.867551,-73.924054,"29 Cooper St (btwn W 204th St and Academy St.), New York, NY 10034",New York,Fort George,Dentist
